レース場,レース回,枠番,登録番号,選手名,支部,級別,全国勝率,当地勝率,1着率,1着数,2着率,2着数,3着率,3着数,コース平均st,コース平均st順位,今節平均st,今節平均st順位,差し率,差し数,まくり率,まくり数,まくり差し率,まくり差し数,M指数,activepoint,FL,1-2率,1-3率,M総合評価,出足,伸び足,コースstトップ率,コースst最下位率,締切予定時刻,今節成績_1-1,今節成績_1-2,今節成績_2-1,今節成績_2-2,今節成績_3-1,今節成績_3-2,今節成績_4-1,今節成績_4-2,今節成績_5-1,今節成績_5-2,今節成績_6-1,今節成績_6-2,2着が1号艇,2着が2号艇,2着が3号艇,2着が4号艇,2着が5号艇,2着が6号艇,当該コース1着合計
徳山,07R,3,4781.0,西舘果里,東京,B2,5.0,0.0,0.08,2,0.25,6,0.17,4,0.13,2.2,0.0,0.0,0.0,0,0.0,0,0.09,2.0,,,,0.167,0.333,B,4,4,0.57,0.13,11:29,,,,,,,,,,,,,0,0,-,1,1,0,2.0
徳山,07R,4,5155.0,内山七海,福岡,B1,6.08,5.5,0.09,4,0.22,10,0.16,7,0.16,3.2,0.0,0.0,0.02,1,0.0,0,0.05,2.0,,,,0.5,0.167,C,3,3,0.15,0.07,11:29,,,,,,,,,,,,,2,0,1,-,0,0,3.0
徳山,07R,5,5397.0,寺田夢生,山口,B2,1.38,1.47,0.00,0,0.00,0,0.02,1,0.21,4.2,0.0,0.0,0.0,0,0.0,0,0.0,0.0,,,,0.0,0.0,C,3,4,0.15,0.35,11:29,,,,,,,,,,,,,,,,,-,,
徳山,07R,6,3611.0,岩崎芳美,徳島,A2,5.86,5.57,0.02,1,0.13,6,0.23,11,0.15,3.2,0.0,0.0,0.0,0,0.0,0,0.02,1.0,,,,0.323,0.419,A,4,5,0.30,0.28,11:29,,,,,,,,,,,,,1,0,0,0,0,-,1.0
徳山,08R,1,4071.0,古賀千晶,兵庫,B1,4.63,4.25,0.45,13,0.17,5,0.10,3,0.16,2.7,0.0,0.0,0.1,3,0.28,8,0.14,4.0,,,,0.286,0.286,C,3,3,0.45,0.10,12:00,,,,,,,,,,,,,-,5,4,3,0,2,14.0
徳山,08R,2,3334.0,角ひとみ,広島,A2,5.3,6.36,0.11,6,0.26,14,0.19,10,0.22,4.4,0.0,0.0,0.09,5,0.02,1,0.0,,,,,0.355,0.226,B,4,4,0.00,0.26,12:00,,,,,,,,,,,,,4,-,0,2,0,0,6.0
徳山,08R,3,5146.0,野田彩加,山口,B1,5.33,5.09,0.16,8,0.20,10,0.24,12,0.16,3.1,0.0,0.0,0.02,1,0.12,6,0.02,1.0,,,,0.105,0.368,C,4,3,0.15,0.08,12:00,,,,,,,,,,,,,2,2,-,3,1,0,8.0
徳山,08R,4,5156.0,坂野さくら,福井,B1,4.42,4.5,0.10,4,0.10,4,0.21,9,0.19,3.7,0.0,0.0,0.03,1,0.05,2,0.03,1.0,,,,0.368,0.105,C,3,3,0.13,0.15,12:00,,,,,,,,,,,,,0,1,1,-,1,1,4.0
徳山,08R,5,4530.0,小野生奈,福岡,A1,6.93,8.47,0.11,4,0.16,6,0.16,6,0.18,3.4,0.0,0.0,0.0,0,0.0,0,0.14,6.0,,,,0.418,0.291,B,4,4,0.21,0.14,12:00,,,,,,,,,,,,,3,1,1,1,-,0,6.0
徳山,08R,6,5365.0,石村日奈那,東京,B1,2.36,0.0,0.01,1,0.01,1,0.02,2,0.22,4.5,0.0,0.0,0.0,0,0.01,1,0.0,0.0,,,,0.0,0.0,C,3,3,0.08,0.44,12:00,,,,,,,,,,,,,1,0,0,0,0,-,1.0
徳山,09R,1,4224.0,大橋栄里佳,福岡,A2,5.44,4.85,0.64,28,0.14,6,0.05,2,0.18,3.5,0.0,0.0,0.02,1,0.13,6,0.2,9.0,,,,0.179,0.393,B,4,4,0.17,0.17,12:31,,,,,,,,,,,,,-,5,11,9,3,0,28.0
徳山,09R,2,3207.0,田村美和,東京,B1,3.45,3.29,0.00,0,0.10,3,0.13,4,0.18,4.1,0.0,0.0,0.0,0,0.0,0,0.0,,,,,0.333,0.333,A,5,4,0.06,0.28,12:31,,,,,,,,,,,,,0,-,0,0,0,0,0.0
徳山,09R,3,3618.0,海野ゆかり,広島,A1,6.35,6.68,0.19,11,0.23,13,0.18,10,0.15,3.0,0.0,0.0,0.0,0,0.15,9,0.03,2.0,,,,0.333,0.405,B,4,4,0.24,0.09,12:31,,,,,,,,,,,,,6,2,-,3,1,0,12.0
徳山,09R,4,4853.0,前原哉,岡山,B2,4.04,4.67,0.03,1,0.13,5,0.18,7,0.22,4.6,0.0,0.0,0.0,0,0.0,0,0.0,0.0,,,,0.556,0.222,A,4,5,0.05,0.40,12:31,,,,,,,,,,,,,1,0,0,-,0,0,1.0
徳山,09R,5,5391.0,出穂和鼓,山口,B2,1.82,1.15,0.00,0,0.00,0,0.00,0,0.19,4.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,,,,0.0,0.0,D,2,3,0.00,0.11,12:31,,,,,,,,,,,,,,,,,-,,
徳山,09R,6,4183.0,宇野弥生,愛知,A2,4.81,3.89,0.04,2,0.06,3,0.12,6,0.13,2.6,0.0,0.0,0.0,0,0.0,0,0.04,2.0,,,,0.333,0.373,D,2,2,0.40,0.09,12:31,,,,,,,,,,,,,0,0,2,0,0,-,2.0
徳山,10R,1,4484.0,稲生夏季,東京,B1,4.88,4.83,0.31,10,0.13,4,0.19,6,0.19,3.4,0.0,0.0,0.22,7,0.28,9,0.13,4.0,,,,0.4,0.2,C,3,3,0.19,0.22,13:02,,,,,,,,,,,,,-,5,1,1,1,2,10.0
徳山,10R,2,4433.0,川野芽唯,福岡,A1,6.87,6.95,0.27,15,0.23,13,0.16,9,0.17,3.8,0.0,0.0,0.11,6,0.14,8,0.0,,,,,0.369,0.4,C,3,3,0.13,0.14,13:02,,,,,,,,,,,,,3,-,7,2,3,0,15.0
徳山,10R,3,4065.0,金田幸子,岡山,B1,4.65,5.97,0.11,4,0.28,10,0.14,5,0.18,3.6,0.0,0.0,0.0,0,0.08,3,0.03,1.0,,,,0.19,0.381,C,3,4,0.14,0.22,13:02,,,,,,,,,,,,,3,0,-,1,0,0,4.0
徳山,10R,4,4244.0,鈴木成美,静岡,B1,2.9,3.22,0.10,3,0.03,1,0.13,4,0.13,2.2,0.0,0.0,0.03,1,0.03,1,0.0,0.0,,,,0.417,0.333,D,2,3,0.38,0.00,13:02,,,,,,,,,,,,,1,0,1,-,0,0,2.0
徳山,10R,5,4773.0,中川りな,福岡,A2,5.78,5.43,0.04,2,0.13,7,0.15,8,0.19,3.6,0.0,0.0,0.02,1,0.0,0,0.03,2.0,,,,0.4,0.333,C,3,4,0.12,0.15,13:02,,,,,,,,,,,,,2,0,1,0,-,0,3.0
徳山,10R,6,5406.0,小畑楓夏,山口,B2,1.47,1.0,0.00,0,0.00,0,0.02,2,0.21,4.1,0.0,0.0,0.0,0,0.0,0,0.0,0.0,,,,0.0,0.0,B,4,4,0.17,0.38,13:02,,,,,,,,,,,,,,,,,,-,
徳山,11R,1,5155.0,内山七海,福岡,B1,6.08,5.5,0.38,12,0.22,7,0.19,6,0.17,3.3,0.0,0.0,0.16,6,0.32,12,0.08,3.0,,,,0.5,0.167,C,3,3,0.24,0.14,13:33,,,,,,,,,,,,,-,7,3,1,3,0,14.0
徳山,11R,2,5123.0,福山恵里奈,山口,B1,4.17,4.27,0.02,1,0.30,15,0.14,7,0.17,3.6,0.0,0.0,0.02,1,0.0,0,0.0,,,,,0.375,0.312,C,3,3,0.08,0.10,13:33,,,,,,,,,,,,,0,-,0,0,0,1,1.0
徳山,11R,3,3232.0,山川美由紀,香川,A2,6.44,0.0,0.10,4,0.21,8,0.26,10,0.16,2.7,0.0,0.0,0.08,3,0.0,0,0.03,1.0,,,,0.2,0.32,D,2,3,0.31,0.08,13:33,,,,,,,,,,,,,0,2,-,1,1,0,4.0
徳山,11R,4,3357.0,福島陽子,岡山,B1,3.98,4.73,0.00,0,0.06,2,0.09,3,0.19,4.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,,,,0.5,0.25,C,3,3,0.05,0.21,13:33,,,,,,,,,,,,,0,0,0,-,0,0,0.0
徳山,11R,5,5357.0,田中瀬里奈,埼玉,B2,1.51,1.47,0.00,0,0.00,0,0.00,0,0.18,3.1,0.0,0.0,0.0,0,0.0,0,0.0,0.0,,,,0.0,0.0,B,4,4,0.24,0.18,13:33,,,,,,,,,,,,,,,,,-,,
徳山,11R,6,3993.0,永井聖美,東京,A2,5.38,4.7,0.00,0,0.04,1,0.17,4,0.14,3.1,0.0,0.0,0.0,0,0.0,0,0.0,0.0,,,,0.375,0.188,C,3,4,0.25,0.05,13:33,,,,,,,,,,,,,0,0,0,0,0,-,0.0
徳山,12R,1,4530.0,小野生奈,福岡,A1,6.93,8.47,0.82,55,0.13,9,0.01,1,0.12,1.9,0.0,0.0,0.06,4,0.0,0,0.11,8.0,,,,0.418,0.291,B,4,4,0.65,0.04,14:09,,,,,,,,,,,,,-,24,19,12,1,3,59.0
徳山,12R,2,3611.0,岩崎芳美,徳島,A2,5.86,5.57,0.14,7,0.40,20,0.10,5,0.15,3.0,0.0,0.0,0.12,6,0.0,0,0.0,,,,,0.323,0.419,A,4,5,0.24,0.10,14:09,,,,,,,,,,,,,5,-,1,0,1,0,7.0
徳山,12R,3,4011.0,堀之内紀代子,岡山,A1,5.58,5.44,0.17,8,0.28,13,0.23,11,0.19,3.3,0.0,0.0,0.0,0,0.1,5,0.06,3.0,,,,0.211,0.395,B,3,5,0.14,0.16,14:09,,,,,,,,,,,,,3,2,-,3,0,0,8.0
徳山,12R,4,4208.0,三浦永理,静岡,A1,7.05,6.8,0.23,13,0.18,10,0.21,12,0.14,3.0,0.0,0.0,0.08,4,0.06,3,0.02,1.0,,,,0.381,0.357,A,5,4,0.21,0.09,14:09,,,,,,,,,,,,,5,3,3,-,0,1,12.0
徳山,12R,5,4556.0,竹井奈美,福岡,A1,6.56,7.14,0.12,3,0.08,2,0.38,10,0.16,3.9,0.0,0.0,0.0,0,0.04,1,0.0,0.0,,,,0.286,0.214,C,3,3,0.07,0.15,14:09,,,,,,,,,,,,,0,1,0,1,-,0,2.0
徳山,12R,6,4738.0,清埜翔子,埼玉,A2,5.64,5.78,0.04,2,0.08,4,0.12,6,0.17,3.9,0.0,0.0,0.0,0,0.0,0,0.0,0.0,,,,0.38,0.24,B,4,4,0.11,0.27,14:09,,,,,,,,,,,,,0,0,0,0,0,-,0.0
宮島,01R,1,3350.0,藤本佳史,山口,A2,4.93,4.16,0.55,29,0.17,9,0.08,4,0.15,2.9,0.13,5.7,0.08,4,0.06,3,0.21,11.0,2.2,-,,0.407,0.259,C,3,3,0.32,0.13,10:57,5,6,1,5,,,,,,,,,-,10,8,4,5,2,29.0
宮島,01R,2,4951.0,新田洋一,広島,B1,4.95,5.57,0.09,4,0.26,11,0.26,11,0.15,3.0,0.16,2.3,0.07,3,0.02,1,0.0,,3.8,A+,,0.263,0.421,C,3,4,0.18,0.07,10:57,2,4,3,,,,,,,,,,3,-,0,0,1,0,4.0
宮島,01R,3,3875.0,廣中良一,山口,B1,4.28,0.0,0.06,3,0.09,5,0.26,14,0.15,2.9,0.08,1.6,0.0,0,0.02,1,0.04,2.0,2.8,-,,0.263,0.316,C,3,4,0.17,0.04,10:57,1,,2,6,,,,,,,,,1,1,-,1,0,0,3.0
宮島,01R,4,5076.0,石原光,静岡,B1,5.4,6.3,0.11,5,0.18,8,0.20,9,0.17,3.4,0.17,3.3,0.0,0,0.08,3,0.03,1.0,3.0,-,,0.412,0.176,D,3,2,0.13,0.08,10:57,6,,6,4,,,,,,,,,1,1,1,-,1,0,4.0
宮島,01R,5,5348.0,小林甘寧,広島,B1,4.31,2.68,0.00,0,0.08,4,0.15,7,0.17,3.3,0.1,1.0,0.0,0,0.0,0,0.04,1.0,2.8,C,,0.0,0.0,A,5,4,0.29,0.08,10:57,,,,,,,,,,,,,1,0,0,0,-,0,1.0
宮島,01R,6,3773.0,津留浩一郎,長崎,B1,4.01,4.22,0.00,0,0.03,1,0.12,4,0.18,3.4,0.24,5.0,0.0,0,0.0,0,0.0,0.0,3.0,B+,,0.294,0.235,C,3,4,0.18,0.24,10:57,5,6,6,,,,,,,,,,0,0,0,0,0,-,0.0
宮島,02R,1,4257.0,古川健,広島,B1,4.42,5.45,0.38,14,0.19,7,0.11,4,0.17,3.0,0.16,3.6,0.22,8,0.22,8,0.19,7.0,2.0,-,,0.308,0.308,D,3,2,0.22,0.14,11:24,6,5,5,,,,,,,,,,-,5,4,4,0,0,13.0
宮島,02R,2,3784.0,中島友和,佐賀,B1,4.81,5.58,0.09,4,0.20,9,0.34,15,0.17,3.0,0.18,2.0,0.05,2,0.0,0,0.0,,2.0,B+,,0.308,0.231,C,3,3,0.23,0.14,11:24,3,4,6,,,,,,,,,,1,-,0,0,1,0,2.0
宮島,02R,3,5134.0,大原祥昌,広島,B1,5.93,5.55,0.07,4,0.18,10,0.23,13,0.15,3.0,0.1,2.3,0.0,0,0.02,1,0.05,3.0,3.4,C,,0.2,0.229,C,3,4,0.15,0.11,11:24,3,,6,4,,,,,,,,,2,2,-,0,1,0,5.0
宮島,02R,4,4489.0,岩川仁士,大阪,B1,5.31,5.83,0.14,6,0.09,4,0.25,11,0.15,3.0,0.09,2.3,0.08,4,0.02,1,0.02,1.0,3.0,B+,,0.136,0.409,C,4,3,0.22,0.04,11:24,4,2,1,,,,,,,,,,1,4,0,-,0,1,6.0
宮島,02R,5,3869.0,井芹大志,福岡,B1,3.87,4.24,0.00,0,0.08,4,0.17,9,0.17,3.8,0.18,3.6,0.0,0,0.0,0,0.02,1.0,3.6,C,,0.188,0.062,C,4,3,0.06,0.15,11:24,,,,,,,,,,,,,0,0,0,1,-,0,1.0
宮島,02R,6,4094.0,中島真二,福岡,B1,4.49,4.32,0.00,0,0.05,2,0.15,6,0.19,4.2,0.14,3.2,0.0,0,0.0,0,0.0,0.0,4.4,A+,,0.267,0.6,C,3,3,0.11,0.32,11:24,2,6,6,3,,,,,,,,,0,0,0,0,0,-,0.0
宮島,03R,1,5276.0,大島隆乃介,福岡,B1,4.79,2.73,0.49,24,0.20,10,0.02,1,0.16,2.9,0.12,3.0,0.02,1,0.27,13,0.19,9.0,2.8,C,,0.318,0.364,C,3,4,0.25,0.08,11:52,5,,5,5,,,,,,,,,-,8,8,3,2,2,23.0
宮島,03R,2,4543.0,重木輝彦,兵庫,A1,6.91,6.47,0.24,13,0.20,11,0.24,13,0.15,2.9,0.16,3.7,0.23,12,0.02,1,0.0,,4.4,B+,未消化F,0.478,0.109,A,5,4,0.17,0.04,11:52,1,2,2,1,,,,,,,,,8,-,2,3,0,0,13.0
宮島,03R,3,3497.0,後藤浩,埼玉,B1,5.09,4.94,0.15,8,0.20,11,0.31,17,0.17,3.3,0.15,3.6,0.02,1,0.02,1,0.11,6.0,5.0,C,,0.286,0.321,B,4,4,0.15,0.08,11:52,5,,2,1,,,,,,,,,2,3,-,0,3,0,8.0
宮島,03R,4,4270.0,岸本雄貴,三重,B1,4.57,3.5,0.10,4,0.12,5,0.17,7,0.17,3.5,0.21,3.3,0.0,0,0.03,1,0.08,3.0,3.4,B+,,0.467,0.267,C,3,3,0.13,0.18,11:52,5,4,3,,,,,,,,,,1,0,1,-,2,0,4.0
宮島,03R,5,5413.0,宮城那菜,福岡,B2,1.88,0.0,0.00,0,0.08,3,0.03,1,0.17,2.9,0.14,1.3,0.0,0,0.04,1,0.0,0.0,2.8,-,,0.0,0.0,C,3,4,0.36,0.08,11:52,,,,,,,,,,,,,0,0,0,0,-,1,1.0
宮島,03R,6,3663.0,木山和幸,広島,A2,5.59,5.68,0.00,0,0.06,3,0.27,13,0.18,3.8,0.13,4.0,0.0,0,0.0,0,0.0,0.0,3.0,-,,0.423,0.385,C,4,3,0.21,0.26,11:52,3,5,2,2,,,,,,,,,0,0,0,0,0,-,0.0
宮島,04R,1,4663.0,籾山佳岳,愛知,B2,5.62,5.4,0.44,4,0.33,3,0.11,1,0.12,2.5,0.22,5.6,0.2,2,0.3,3,0.1,1.0,3.0,-,,0.333,0.0,C,3,3,0.60,0.10,12:21,4,5,4,,,,,,,,,,-,1,0,3,0,0,4.0
宮島,04R,2,4560.0,庄司樹良々,東京,A2,5.97,5.8,0.22,12,0.31,17,0.22,12,0.13,2.7,0.13,3.3,0.15,8,0.04,2,0.0,,3.4,B+,隠F,0.385,0.308,B,4,4,0.29,0.08,12:21,1,,3,4,,,,,,,,,3,-,2,2,3,1,11.0
宮島,04R,3,3878.0,胡本悟志,山口,B1,4.58,4.25,0.04,2,0.10,5,0.19,9,0.18,3.5,0.19,3.0,0.0,0,0.02,1,0.02,1.0,3.0,B+,,0.167,0.333,C,3,4,0.17,0.21,12:21,4,6,5,,,,,,,,,,0,1,-,0,0,1,2.0
宮島,04R,4,4458.0,抹香雄三,広島,B1,5.45,4.58,0.10,5,0.10,5,0.25,13,0.15,3.1,0.19,3.3,0.0,0,0.06,3,0.02,1.0,2.8,C,,0.286,0.286,C,4,3,0.25,0.06,12:21,1,,3,5,,,,,,,,,1,1,2,-,1,0,5.0
宮島,04R,5,4397.0,西村拓也,大阪,A1,7.21,5.22,0.13,8,0.16,10,0.19,12,0.15,3.6,0.16,2.7,0.02,1,0.05,3,0.06,4.0,4.6,A,,0.295,0.213,A,5,4,0.11,0.09,12:21,,,,,,,,,,,,,5,0,2,1,-,0,8.0
宮島,04R,6,3306.0,武田正紀,埼玉,B1,4.24,3.14,0.00,0,0.07,2,0.19,5,0.18,3.7,0.18,4.3,0.0,0,0.0,0,0.0,0.0,2.5,-,,0.375,0.25,D,2,3,0.07,0.19,12:21,5,5,5,,,,,,,,,,0,0,0,0,0,-,0.0
宮島,05R,1,4036.0,金田諭,埼玉,A1,6.47,6.4,0.74,52,0.17,12,0.06,4,0.14,2.3,0.16,2.0,0.1,7,0.06,4,0.1,7.0,3.0,C,,0.38,0.3,C,3,4,0.40,0.04,12:47,3,4,4,,,,,,,,,,-,18,16,11,5,2,52.0
宮島,05R,2,5295.0,田上凜,大阪,B1,5.04,3.0,0.06,3,0.13,6,0.11,5,0.23,4.5,0.19,4.0,0.06,2,0.0,0,0.0,,4.0,A,,0.25,0.5,B,1,6,0.03,0.33,12:47,1,,5,F,,,,,,,,,0,-,1,1,0,0,2.0
宮島,05R,3,4271.0,川崎公靖,広島,B1,4.35,4.87,0.10,5,0.13,7,0.29,15,0.15,2.5,0.16,4.0,0.02,1,0.04,2,0.04,2.0,3.0,-,,0.3,0.5,C,3,4,0.29,0.02,12:47,3,,3,2,,,,,,,,,1,2,-,1,1,0,5.0
宮島,05R,4,3804.0,中渡修作,福岡,B1,5.02,3.78,0.04,2,0.21,10,0.13,6,0.15,2.5,0.11,3.3,0.0,0,0.02,1,0.02,1.0,3.0,-,,0.444,0.222,C,3,3,0.35,0.02,12:47,3,,4,5,,,,,,,,,0,1,0,-,1,0,2.0
宮島,05R,5,4043.0,桐本康臣,三重,A2,5.93,5.72,0.11,5,0.15,7,0.21,10,0.16,3.1,0.12,3.0,0.0,0,0.05,3,0.09,6.0,3.8,B+,,0.326,0.256,B,4,4,0.23,0.09,12:47,,,,,,,,,,,,,4,2,0,2,-,1,9.0
宮島,05R,6,4382.0,高山智至,滋賀,B1,5.13,5.73,0.00,0,0.11,4,0.18,7,0.20,4.8,0.14,3.0,0.0,0,0.0,0,0.0,0.0,4.0,B+,,0.25,0.25,B,4,4,0.03,0.53,12:47,4,2,2,,,,,,,,,,0,0,0,0,0,-,0.0
宮島,06R,1,3869.0,井芹大志,福岡,B1,3.87,4.24,0.42,16,0.24,9,0.13,5,0.13,2.7,0.18,3.6,0.22,8,0.24,9,0.11,4.0,3.6,C,,0.188,0.062,C,4,3,0.41,0.05,13:19,3,,1,5,,,,,,,,,-,3,2,5,2,4,16.0
宮島,06R,2,4118.0,宇佐見淳,愛知,A1,5.91,6.07,0.25,14,0.28,16,0.16,9,0.14,2.9,0.18,4.3,0.16,9,0.09,5,0.0,,4.0,B+,隠F,0.348,0.283,B,5,3,0.29,0.09,13:19,1,,1,2,,,,,,,,,5,-,4,3,0,2,14.0
宮島,06R,3,4581.0,吉村誠,静岡,A1,6.13,6.64,0.16,10,0.25,16,0.19,12,0.15,2.9,0.12,3.0,0.02,1,0.0,0,0.17,11.0,2.6,C,,0.273,0.273,C,4,3,0.20,0.05,13:19,2,3,2,F,,,,,,,,,9,1,-,1,0,1,12.0
宮島,06R,4,4513.0,河野真也,福岡,A2,5.59,4.25,0.09,4,0.19,9,0.36,17,0.18,3.8,0.15,4.2,0.02,1,0.02,1,0.02,1.0,4.0,-,,0.3,0.467,B,4,4,0.04,0.15,13:19,1,4,1,3,,,,,,,,,2,0,1,-,1,1,5.0
宮島,06R,5,3875.0,廣中良一,山口,B1,4.28,0.0,0.04,2,0.06,3,0.16,8,0.18,3.8,0.08,1.6,0.0,0,0.02,1,0.0,0.0,2.8,-,,0.263,0.316,C,3,4,0.08,0.19,13:19,,,,,,,,,,,,,0,0,1,0,-,0,1.0
宮島,06R,6,5452.0,上馬場風依,広島,B2,0.0,0.0,#N/A!,#N/A!,#N/A!,#N/A!,#N/A!,#N/A!,#N/A!,#N/A!,0.14,4.0,0.0,#N/A!,0.0,#N/A!,0.0,,,,,,,D,2,3,#N/A!,#N/A!,13:19,6,,6,6,,,,,,,,,,,,,,-,
宮島,07R,1,4874.0,池田奈津美,福岡,B1,4.61,4.2,0.35,11,0.26,8,0.13,4,0.15,3.1,0.13,2.3,0.28,11,0.28,11,0.1,4.0,4.8,A,,0.636,0.182,A,5,4,0.25,0.13,13:54,3,1,2,,,,,,,,,,-,8,2,1,0,0,11.0
宮島,07R,2,5250.0,嶋田有里,長崎,B1,4.03,4.71,0.11,4,0.18,7,0.13,5,0.21,4.0,0.07,1.3,0.02,1,0.0,0,0.0,,2.5,-,,0.5,0.333,C,3,4,0.12,0.27,13:54,6,,4,4,,,,,,,,,2,-,1,1,0,0,4.0
宮島,07R,3,5251.0,沼田七華,福井,B2,2.24,2.34,0.00,0,0.00,0,0.09,2,0.19,3.8,0.27,6.0,0.0,0,0.0,0,0.0,0.0,3.0,-,,0.0,0.0,C,3,3,0.00,0.14,13:54,6,,3,6,,,,,,,,,0,0,-,0,0,0,0.0
宮島,07R,4,5193.0,米丸乃絵,福岡,A1,6.7,6.09,0.09,4,0.13,6,0.36,17,0.16,3.7,0.18,4.0,0.0,0,0.08,4,0.0,0.0,3.6,-,隠F,0.316,0.342,C,4,3,0.10,0.12,13:54,2,6,1,,,,,,,,,,1,2,0,-,1,1,5.0
宮島,07R,5,3801.0,五反田忍,大阪,B2,4.96,4.95,0.04,1,0.17,4,0.04,1,0.15,2.5,0.11,3.3,0.0,0,0.0,0,0.03,1.0,3.8,B+,,0.267,0.267,B,3,5,0.37,0.06,13:54,,,,,,,,,,,,,0,1,0,0,-,0,1.0
宮島,07R,6,5413.0,宮城那菜,福岡,B2,1.88,0.0,0.00,0,0.00,0,0.01,1,0.15,3.0,0.14,1.3,0.0,0,0.0,0,0.0,0.0,2.8,-,,0.0,0.0,C,3,4,0.36,0.15,13:54,6,3,6,,,,,,,,,,0,0,0,0,0,-,0.0
宮島,08R,1,3805.0,高橋英之,東京,A2,5.08,5.52,0.48,23,0.19,9,0.19,9,0.15,2.8,0.08,1.3,0.17,8,0.21,10,0.13,6.0,3.0,-,,0.3,0.25,C,4,3,0.30,0.04,14:26,5,4,3,,,,,,,,,,-,6,6,4,1,4,21.0
宮島,08R,2,3306.0,武田正紀,埼玉,B1,4.24,3.14,0.05,2,0.11,4,0.18,7,0.15,3.6,0.18,4.3,0.03,1,0.0,0,0.0,,2.5,-,,0.375,0.25,D,2,3,0.10,0.13,14:26,5,5,5,,,,,,,,,,1,-,0,0,0,0,1.0
宮島,08R,3,4516.0,野口勝弘,愛知,A2,6.47,7.26,0.18,11,0.27,16,0.22,13,0.16,2.8,0.15,3.7,0.02,1,0.1,6,0.08,5.0,3.0,B+,,0.288,0.346,C,3,3,0.15,0.05,14:26,3,2,5,4,,,,,,,,,3,3,-,6,0,0,12.0
宮島,08R,4,4951.0,新田洋一,広島,B1,4.95,5.57,0.04,2,0.22,10,0.22,10,0.14,2.6,0.16,2.3,0.04,2,0.0,0,0.0,0.0,3.8,A+,,0.263,0.421,C,3,4,0.26,0.00,14:26,2,4,3,,,,,,,,,,1,0,0,-,0,1,2.0
宮島,08R,5,4270.0,岸本雄貴,三重,B1,4.57,3.5,0.00,0,0.02,1,0.13,6,0.20,4.1,0.21,3.3,0.0,0,0.0,0,0.0,0.0,3.4,B+,,0.467,0.267,C,3,3,0.10,0.20,14:26,,,,,,,,,,,,,0,0,0,0,-,0,0.0
宮島,08R,6,4489.0,岩川仁士,大阪,B1,5.31,5.83,0.02,1,0.02,1,0.16,7,0.20,4.5,0.09,2.3,0.0,0,0.0,0,0.0,0.0,3.0,B+,,0.136,0.409,C,4,3,0.05,0.33,14:26,4,2,1,,,,,,,,,,0,0,0,0,0,-,0.0
宮島,09R,1,3878.0,胡本悟志,山口,B1,4.58,4.25,0.19,6,0.22,7,0.13,4,0.16,2.8,0.19,3.0,0.24,8,0.36,12,0.09,3.0,3.0,B+,,0.167,0.333,C,3,4,0.39,0.18,15:01,4,6,5,,,,,,,,,,-,2,2,2,0,1,7.0
宮島,09R,2,4531.0,武富智亮,佐賀,A2,6.31,6.74,0.15,8,0.30,16,0.17,9,0.17,3.2,0.16,2.0,0.09,5,0.02,1,0.0,,2.5,-,,0.295,0.295,C,4,3,0.15,0.04,15:01,1,1,4,2,,,,,,,,,2,-,3,1,1,0,7.0
宮島,09R,3,3773.0,津留浩一郎,長崎,B1,4.01,4.22,0.12,5,0.24,10,0.17,7,0.15,3.4,0.24,5.0,0.02,1,0.0,0,0.0,0.0,3.0,B+,,0.294,0.235,C,3,4,0.20,0.15,15:01,5,6,6,,,,,,,,,,0,1,-,2,0,0,3.0
宮島,09R,4,4257.0,古川健,広島,B1,4.42,5.45,0.18,8,0.18,8,0.14,6,0.14,2.7,0.16,3.6,0.0,0,0.19,8,0.05,2.0,2.0,-,,0.308,0.308,D,3,2,0.33,0.02,15:01,6,5,5,,,,,,,,,,1,3,1,-,2,5,12.0
宮島,09R,5,3813.0,佐藤大介,愛知,A1,6.57,5.47,0.05,2,0.19,8,0.28,12,0.16,3.6,0.16,4.0,0.0,0,0.0,0,0.04,2.0,2.0,C,隠F,0.375,0.229,C,3,4,0.12,0.10,15:01,,,,,,,,,,,,,0,1,1,0,-,0,2.0
宮島,09R,6,5295.0,田上凜,大阪,B1,5.04,3.0,0.00,0,0.11,3,0.14,4,0.17,3.3,0.19,4.0,0.0,0,0.02,1,0.0,0.0,4.0,A,,0.25,0.5,B,1,6,0.27,0.23,15:01,1,,5,F,,,,,,,,,1,0,0,0,0,-,1.0
宮島,10R,1,3784.0,中島友和,佐賀,B1,4.81,5.58,0.42,15,0.33,12,0.11,4,0.13,2.0,0.18,2.0,0.22,8,0.17,6,0.11,4.0,2.0,B+,,0.308,0.231,C,3,3,0.56,0.03,15:34,3,4,6,,,,,,,,,,-,6,4,5,0,0,15.0
宮島,10R,2,4043.0,桐本康臣,三重,A2,5.93,5.72,0.07,4,0.31,17,0.22,12,0.15,3.3,0.12,3.0,0.07,4,0.02,1,0.0,,3.8,B+,,0.326,0.256,B,4,4,0.14,0.09,15:34,4,,3,3,,,,,,,,,3,-,1,1,0,0,5.0
