レース場,レース回,枠番,登録番号,選手名,支部,級別,全国勝率,当地勝率,1着率,1着数,2着率,2着数,3着率,3着数,コース平均st,コース平均st順位,今節平均st,今節平均st順位,差し率,差し数,まくり率,まくり数,まくり差し率,まくり差し数,M指数,activepoint,FL,1-2率,1-3率,M総合評価,出足,伸び足,コースstトップ率,コースst最下位率,締切予定時刻
徳山,01R,3,3587,武田信一,徳島,B1,3.99,4.03,0.02,1,0.14,6,0.14,6,0.16,3.2,0.18,4.6,0.00,0,0.00,0,0.02,1,2,-,,0.455,0.091,#N/A!,#N/A!,#N/A!,0.12,0.03,08:32
徳山,01R,4,3661,柳瀬興志,山口,B1,5.63,5.49,0.06,3,0.12,6,0.31,16,0.16,3.4,0.19,4.0,0.02,1,0.02,1,0.04,2,2.7,-,,0.318,0.273,#N/A!,#N/A!,#N/A!,0.04,0.13,08:32
徳山,01R,5,4138,中井俊祐,大阪,B1,4.39,5.32,0.15,6,0.05,2,0.07,3,0.16,3.1,0.13,2.6,0.05,2,0.00,0,0.08,3,2,-,,0.385,0.154,C,3,4,0.25,0.16,08:32
徳山,01R,6,5404,内田壮,山口,B2,2.23,2.20,0.00,0,0.02,2,0.04,4,0.23,5.1,0.15,5.0,0.00,0,0.00,0,0.00,0,2,-,未消化F,0,0,#N/A!,#N/A!,#N/A!,0.03,0.54,08:32
徳山,02R,1,4069,山本修一,岡山,A1,6.16,7.26,0.57,34,0.20,12,0.08,5,0.16,3.1,0.17,4.2,0.12,7,0.17,10,0.12,7,2.6,C,,0.324,0.412,#N/A!,#N/A!,#N/A!,0.27,0.11,08:58
徳山,02R,2,4890,石川諒,山口,B1,5.92,5.67,0.13,7,0.33,18,0.18,10,0.15,2.7,0.18,4.5,0.04,2,0.06,3,0.00,,3.4,B+,,0.107,0.571,#N/A!,#N/A!,#N/A!,0.25,0.03,08:58
徳山,02R,3,3684,清水攻二,山口,A2,5.66,6.04,0.08,4,0.22,11,0.22,11,0.16,3.3,0.14,3.7,0.02,1,0.02,1,0.02,1,2.6,C,F,0.281,0.219,#N/A!,#N/A!,#N/A!,0.20,0.10,08:58
徳山,02R,4,3866,木山誠一,岡山,B1,5.16,3.72,0.00,0,0.07,2,0.07,2,0.11,2.4,0.15,2.3,0.00,0,0.04,1,0.00,0,2.6,B+,,0.143,0.143,#N/A!,#N/A!,#N/A!,0.50,0.13,08:58
徳山,02R,5,4237,大峯豊,山口,A1,7.38,7.63,0.11,6,0.21,11,0.13,7,0.17,3.6,0.11,2.6,0.00,0,0.02,1,0.04,2,3,C,,0.375,0.321,#N/A!,#N/A!,#N/A!,0.14,0.07,08:58
徳山,02R,6,5083,柳瀬幹太,山口,B1,4.58,4.76,0.05,2,0.08,3,0.08,3,0.13,3.0,0.15,4.0,0.00,0,0.00,0,0.02,1,3.4,B+,F,0.357,0.286,#N/A!,#N/A!,#N/A!,0.27,0.11,08:58
徳山,03R,1,4817,渡邉翼,山口,A2,6.46,5.79,0.71,37,0.12,6,0.06,3,0.14,2.3,0.15,3.0,0.04,2,0.09,5,0.13,7,3,C,,0.432,0.27,#N/A!,#N/A!,#N/A!,0.48,0.00,09:24
徳山,03R,2,5172,田村慶,徳島,B1,4.99,3.31,0.10,5,0.21,10,0.15,7,0.21,4.8,0.18,4.3,0.07,3,0.00,0,0.00,,2.3,-,F,0.292,0.333,#N/A!,#N/A!,#N/A!,0.00,0.36,09:24
徳山,03R,3,4319,三宅潤,大阪,A2,5.73,5.21,0.04,2,0.33,18,0.22,12,0.16,2.9,0.14,2.6,0.03,2,0.00,0,0.02,1,2.8,-,F,0.184,0.316,#N/A!,#N/A!,#N/A!,0.19,0.06,09:24
徳山,03R,4,4406,幸野史明,福岡,B1,4.02,2.67,0.04,2,0.10,5,0.08,4,0.16,3.5,0.13,2.6,0.00,0,0.02,1,0.00,0,3.2,C,,0.154,0.231,#N/A!,#N/A!,#N/A!,0.06,0.08,09:24
徳山,03R,5,5403,藤山湧太,徳島,B2,1.99,0.00,0.00,0,0.00,0,0.02,1,0.17,3.0,0.18,4.0,0.00,0,0.00,0,0.00,0,2.3,-,F,0,0,#N/A!,#N/A!,#N/A!,0.00,0.00,09:24
徳山,03R,6,4015,前野竜一,山口,A2,6.03,6.48,0.00,0,0.08,3,0.25,10,0.17,3.9,0.12,2.2,0.00,0,0.00,0,0.00,0,3,A,,0.29,0.387,#N/A!,#N/A!,#N/A!,0.14,0.28,09:24
徳山,04R,1,3711,江本真治,山口,A2,6.05,6.34,0.62,49,0.15,12,0.13,10,0.15,2.7,0.15,3.2,0.12,10,0.11,9,0.12,10,3,C,,0.3,0.3,#N/A!,#N/A!,#N/A!,0.34,0.06,09:50
徳山,04R,2,3951,石川吉鎬,大阪,A2,5.22,5.40,0.21,12,0.29,16,0.20,11,0.18,3.5,0.26,5.3,0.14,8,0.04,2,0.00,,2.4,-,F,0.581,0.161,#N/A!,#N/A!,#N/A!,0.07,0.20,09:50
徳山,04R,3,3458,東健介,岡山,B1,4.31,5.25,0.05,2,0.21,9,0.17,7,0.14,2.7,0.13,2.0,0.00,0,0.00,0,0.05,2,4,S,F,0.125,0.25,#N/A!,#N/A!,#N/A!,0.24,0.03,09:50
徳山,04R,4,4251,川崎誠志,山口,B1,4.64,4.74,0.02,1,0.11,6,0.19,10,0.20,4.8,0.26,5.3,0.03,1,0.00,0,0.00,0,3,-,,0.562,0.062,#N/A!,#N/A!,#N/A!,0.03,0.42,09:50
徳山,04R,5,4179,広次修,山口,B1,5.83,5.64,0.07,3,0.18,8,0.23,10,0.16,3.0,0.13,2.6,0.00,0,0.00,0,0.04,2,3,-,,0.424,0.273,#N/A!,#N/A!,#N/A!,0.26,0.02,09:50
徳山,04R,6,5000,岡本翔太郎,山口,B1,4.48,5.03,0.02,1,0.05,2,0.10,4,0.14,2.9,0.06,1.3,0.00,0,0.02,1,0.00,0,3.7,S,,0.294,0.294,#N/A!,#N/A!,#N/A!,0.36,0.12,09:50
徳山,05R,1,4138,中井俊祐,大阪,B1,4.39,5.32,0.37,16,0.19,8,0.14,6,0.19,4.0,0.13,2.6,0.13,5,0.23,9,0.23,9,2,-,,0.385,0.154,C,3,4,0.09,0.19,10:17
徳山,05R,2,4324,海野康志郎,山口,A1,7.29,6.44,0.29,17,0.32,19,0.10,6,0.14,3.0,0.15,2.3,0.17,13,0.03,2,0.00,,3,S,,0.452,0.219,#N/A!,#N/A!,#N/A!,0.15,0.07,10:17
徳山,05R,3,4562,阪本勇介,岡山,B1,4.30,5.71,0.00,0,0.19,10,0.19,10,0.19,4.0,0.19,5.0,0.00,0,0.00,0,0.00,0,2,B+,,0.222,0.333,#N/A!,#N/A!,#N/A!,0.05,0.21,10:17
徳山,05R,4,4108,吉村正明,山口,B1,6.31,6.01,0.14,5,0.19,7,0.08,3,0.13,2.6,0.09,2.3,0.05,2,0.08,3,0.03,1,3.4,A+,,0.37,0.259,#N/A!,#N/A!,#N/A!,0.14,0.00,10:17
徳山,05R,5,3875,廣中良一,山口,B1,4.13,4.76,0.04,2,0.06,3,0.17,8,0.18,3.9,0.17,4.0,0.00,0,0.02,1,0.00,0,2.4,S,,0.263,0.316,#N/A!,#N/A!,#N/A!,0.06,0.19,10:17
徳山,05R,6,5238,笹木香吾,山口,A2,5.72,4.77,0.05,2,0.12,5,0.14,6,0.16,3.5,0.16,4.5,0.00,0,0.03,1,0.00,0,2.3,C,F,0.333,0.25,#N/A!,#N/A!,#N/A!,0.20,0.20,10:17
徳山,06R,1,3804,中渡修作,福岡,B1,4.95,4.06,0.29,9,0.19,6,0.10,3,0.16,3.2,0.15,2.6,0.19,6,0.23,7,0.23,7,2.3,-,,0.444,0.222,C,4,3,0.26,0.13,10:47
徳山,06R,2,4226,村田浩司,山口,B1,4.53,4.78,0.11,5,0.13,6,0.23,11,0.18,3.7,0.15,3.7,0.06,3,0.04,2,0.00,,2,A,,0.25,0.438,#N/A!,#N/A!,#N/A!,0.17,0.36,10:47
徳山,06R,3,4601,森野正弘,山口,A2,6.59,6.70,0.18,11,0.26,16,0.24,15,0.13,2.6,0.08,1.0,0.00,0,0.07,4,0.07,4,4,B+,,0.42,0.12,#N/A!,#N/A!,#N/A!,0.30,0.09,10:47
徳山,06R,4,5041,荒牧凪沙,福岡,B1,4.78,3.62,0.31,11,0.11,4,0.11,4,0.17,3.1,0.18,3.3,0.00,0,0.28,10,0.00,0,3.4,C,F,0.333,0.167,#N/A!,#N/A!,#N/A!,0.27,0.13,10:47
徳山,06R,5,4710,福田宗平,大阪,A1,5.71,6.00,0.04,2,0.27,13,0.31,15,0.15,2.7,0.12,3.3,0.00,0,0.00,0,0.04,2,3.4,A+,,0.314,0.235,#N/A!,#N/A!,#N/A!,0.21,0.00,10:47
徳山,06R,6,5388,佐野優都,徳島,B1,4.42,2.63,0.00,0,0.06,6,0.12,12,0.15,3.2,0.10,1.3,0.00,0,0.00,0,0.00,0,3.8,A+,未消化F,0,0,#N/A!,#N/A!,#N/A!,0.25,0.15,10:47
徳山,07R,1,5172,田村慶,徳島,B1,4.99,3.31,0.56,24,0.14,6,0.12,5,0.22,4.4,0.18,4.3,0.12,5,0.21,9,0.07,3,2.3,-,F,0.292,0.333,#N/A!,#N/A!,#N/A!,0.05,0.41,11:19
徳山,07R,2,4357,田中和也,大阪,A1,7.17,7.23,0.33,17,0.37,19,0.08,4,0.18,3.7,0.13,3.6,0.20,12,0.07,4,0.00,,3.7,-,,0.309,0.291,#N/A!,#N/A!,#N/A!,0.12,0.21,11:19
徳山,07R,3,4475,末永祐輝,山口,A2,6.44,6.16,0.15,8,0.28,15,0.26,14,0.15,2.9,0.14,2.3,0.00,0,0.06,3,0.08,4,3.8,B+,,0.432,0.273,#N/A!,#N/A!,#N/A!,0.26,0.03,11:19
徳山,07R,4,3976,内田圭,山口,B1,3.88,5.10,0.05,2,0.08,3,0.13,5,0.17,3.6,0.14,3.0,0.00,0,0.05,2,0.00,0,2.3,-,,0.5,0.25,#N/A!,#N/A!,#N/A!,0.11,0.07,11:19
徳山,07R,5,5064,品川二千翔,山口,A2,6.27,5.30,0.07,3,0.23,10,0.23,10,0.17,2.9,0.13,3.0,0.00,0,0.00,0,0.05,2,3.7,A+,,0.346,0.192,#N/A!,#N/A!,#N/A!,0.21,0.03,11:19
徳山,07R,6,3866,木山誠一,岡山,B1,5.16,3.72,0.00,0,0.00,0,0.04,1,0.17,3.1,0.15,2.3,0.00,0,0.00,0,0.00,0,2.6,B+,,0.143,0.143,#N/A!,#N/A!,#N/A!,0.22,0.11,11:19
徳山,08R,1,5109,川崎智稔,岡山,B1,5.01,4.88,0.38,14,0.24,9,0.14,5,0.14,2.6,0.17,3.3,0.22,8,0.14,5,0.22,8,2.8,C,,0.308,0.308,#N/A!,#N/A!,#N/A!,0.36,0.11,11:51
徳山,08R,2,4985,井本昌也,山口,A1,6.64,6.31,0.27,14,0.33,17,0.14,7,0.14,2.5,0.10,3.5,0.17,8,0.08,4,0.00,,2.6,B+,,0.317,0.267,#N/A!,#N/A!,#N/A!,0.28,0.03,11:51
徳山,08R,3,5083,柳瀬幹太,山口,B1,4.58,4.76,0.11,5,0.18,8,0.20,9,0.17,3.3,0.15,4.0,0.02,1,0.05,2,0.02,1,3.4,B+,F,0.357,0.286,#N/A!,#N/A!,#N/A!,0.14,0.05,11:51
徳山,08R,4,4485,楠原正剛,福岡,A2,5.30,0.00,0.19,10,0.20,11,0.15,8,0.15,3.1,0.16,3.5,0.03,2,0.05,3,0.09,5,3.2,C,F,0.28,0.16,#N/A!,#N/A!,#N/A!,0.24,0.07,11:51
徳山,08R,5,5404,内田壮,山口,B2,2.23,2.20,0.00,0,0.00,0,0.09,4,0.23,4.5,0.15,5.0,0.00,0,0.00,0,0.00,0,2,-,未消化F,0,0,#N/A!,#N/A!,#N/A!,0.00,0.00,11:51
徳山,08R,6,3458,東健介,岡山,B1,4.31,5.25,0.00,0,0.04,1,0.04,1,0.18,4.0,0.13,2.0,0.00,0,0.00,0,0.00,0,4,S,F,0.125,0.25,#N/A!,#N/A!,#N/A!,0.16,0.32,11:51
徳山,09R,1,4251,川崎誠志,山口,B1,4.64,4.74,0.39,18,0.24,11,0.02,1,0.21,3.8,0.26,5.3,0.09,4,0.33,14,0.07,3,3,-,,0.562,0.062,#N/A!,#N/A!,#N/A!,0.11,0.22,12:25
徳山,09R,2,3661,柳瀬興志,山口,B1,5.63,5.49,0.12,7,0.25,14,0.26,15,0.19,3.9,0.19,4.0,0.08,5,0.03,2,0.00,,2.7,-,,0.318,0.273,#N/A!,#N/A!,#N/A!,0.11,0.17,12:25
徳山,09R,3,4817,渡邉翼,山口,A2,6.46,5.79,0.17,8,0.24,11,0.24,11,0.14,2.6,0.15,3.0,0.00,0,0.09,4,0.07,3,3,C,,0.432,0.27,#N/A!,#N/A!,#N/A!,0.33,0.08,12:25
徳山,09R,4,3875,廣中良一,山口,B1,4.13,4.76,0.04,2,0.16,8,0.12,6,0.16,3.2,0.17,4.0,0.00,0,0.04,2,0.00,0,2.4,S,,0.263,0.316,#N/A!,#N/A!,#N/A!,0.10,0.05,12:25
徳山,09R,5,3581,加木郁,山口,B1,4.37,4.94,0.02,1,0.09,4,0.20,9,0.19,3.4,0.17,4.0,0.00,0,0.02,1,0.00,0,3,A+,,0.333,0.333,C,3,3,0.15,0.07,12:25
徳山,09R,6,4237,大峯豊,山口,A1,7.38,7.63,0.16,7,0.13,6,0.24,11,0.17,4.2,0.11,2.6,0.03,1,0.00,0,0.07,2,3,C,,0.375,0.321,#N/A!,#N/A!,#N/A!,0.09,0.35,12:25
徳山,10R,1,4368,山口隆史,福岡,B1,3.72,3.97,0.38,13,0.21,7,0.18,6,0.17,3.1,0.15,1.3,0.19,6,0.19,6,0.22,7,3.3,-,,0.25,0.333,#N/A!,#N/A!,#N/A!,0.28,0.12,12:58
徳山,10R,2,4179,広次修,山口,B1,5.83,5.64,0.17,8,0.22,10,0.17,8,0.17,3.5,0.13,2.6,0.17,8,0.00,0,0.00,,3,-,,0.424,0.273,#N/A!,#N/A!,#N/A!,0.10,0.15,12:58
徳山,10R,3,4890,石川諒,山口,B1,5.92,5.67,0.06,3,0.16,8,0.25,13,0.15,3.2,0.18,4.5,0.00,0,0.04,2,0.04,2,3.4,B+,,0.107,0.571,#N/A!,#N/A!,#N/A!,0.23,0.17,12:58
徳山,10R,4,4319,三宅潤,大阪,A2,5.73,5.21,0.19,10,0.11,6,0.26,14,0.16,3.2,0.14,2.6,0.06,3,0.08,4,0.02,1,2.8,-,F,0.184,0.316,#N/A!,#N/A!,#N/A!,0.20,0.10,12:58
徳山,10R,5,5388,佐野優都,徳島,B1,4.42,2.63,0.03,2,0.06,4,0.17,11,0.15,3.0,0.10,1.3,0.00,0,0.02,1,0.05,2,3.8,A+,未消化F,0,0,#N/A!,#N/A!,#N/A!,0.30,0.07,12:58
徳山,10R,6,4324,海野康志郎,山口,A1,7.29,6.44,0.21,12,0.27,15,0.16,9,0.13,3.3,0.15,2.3,0.00,0,0.00,0,0.13,2,3,S,,0.452,0.219,#N/A!,#N/A!,#N/A!,0.00,0.09,12:58
徳山,11R,1,4710,福田宗平,大阪,A1,5.71,6.00,0.74,51,0.14,10,0.06,4,0.14,2.9,0.12,3.3,0.06,4,0.04,3,0.12,8,3.4,A+,,0.314,0.235,#N/A!,#N/A!,#N/A!,0.29,0.07,13:35
徳山,11R,2,4406,幸野史明,福岡,B1,4.02,2.67,0.12,6,0.20,10,0.18,9,0.18,3.7,0.13,2.6,0.00,0,0.12,5,0.00,,3.2,C,,0.154,0.231,#N/A!,#N/A!,#N/A!,0.05,0.16,13:35
徳山,11R,3,4108,吉村正明,山口,B1,6.31,6.01,0.21,7,0.24,8,0.12,4,0.16,2.6,0.09,2.3,0.00,0,0.06,2,0.06,2,3.4,A+,,0.37,0.259,#N/A!,#N/A!,#N/A!,0.36,0.04,13:35
徳山,11R,4,3587,武田信一,徳島,B1,3.99,4.03,0.08,3,0.03,1,0.28,11,0.15,3.3,0.18,4.6,0.03,1,0.05,2,0.00,0,2,-,,0.455,0.091,#N/A!,#N/A!,#N/A!,0.20,0.13,13:35
徳山,11R,5,3951,石川吉鎬,大阪,A2,5.22,5.40,0.02,1,0.16,8,0.32,16,0.20,3.7,0.26,5.3,0.00,0,0.00,0,0.03,2,2.4,-,F,0.581,0.161,#N/A!,#N/A!,#N/A!,0.11,0.11,13:35
徳山,11R,6,3684,清水攻二,山口,A2,5.66,6.04,0.00,0,0.07,3,0.15,7,0.26,5.2,0.14,3.7,0.00,0,0.00,0,0.00,0,2.6,C,F,0.281,0.219,#N/A!,#N/A!,#N/A!,0.00,0.66,13:35
徳山,12R,1,4985,井本昌也,山口,A1,6.64,6.31,0.71,59,0.14,12,0.07,6,0.14,2.8,0.10,3.5,0.08,7,0.11,9,0.08,7,2.6,B+,,0.317,0.267,#N/A!,#N/A!,#N/A!,0.32,0.12,14:13
徳山,12R,2,4015,前野竜一,山口,A2,6.03,6.48,0.20,10,0.28,14,0.20,10,0.17,3.7,0.12,2.2,0.15,7,0.02,1,0.00,,3,A,,0.29,0.387,#N/A!,#N/A!,#N/A!,0.19,0.27,14:13
徳山,12R,3,5000,岡本翔太郎,山口,B1,4.48,5.03,0.12,6,0.12,6,0.20,10,0.11,2.0,0.06,1.3,0.04,2,0.02,1,0.04,2,3.7,S,,0.294,0.294,#N/A!,#N/A!,#N/A!,0.41,0.02,14:13
徳山,12R,4,5238,笹木香吾,山口,A2,5.72,4.77,0.16,8,0.20,10,0.16,8,0.13,2.5,0.16,4.5,0.00,0,0.15,8,0.04,2,2.3,C,F,0.333,0.25,#N/A!,#N/A!,#N/A!,0.34,0.00,14:13
徳山,12R,5,5041,荒牧凪沙,福岡,B1,4.78,3.62,0.02,1,0.09,4,0.19,8,0.16,3.2,0.18,3.3,0.00,0,0.07,3,0.02,1,3.4,C,F,0.333,0.167,#N/A!,#N/A!,#N/A!,0.19,0.11,14:13
徳山,12R,6,4357,田中和也,大阪,A1,7.17,7.23,0.18,9,0.18,9,0.28,14,0.18,3.7,0.13,3.6,0.00,0,0.00,0,0.00,0,3.7,-,,0.309,0.291,#N/A!,#N/A!,#N/A!,0.09,0.18,14:13
丸亀,01R,1,4511,中岡健人,香川,B1,4.60,4.69,0.33,10,0.27,8,0.13,4,0.15,2.8,0.11,2.5,0.24,7,0.14,4,0.21,6,4,A,,0.3,0.3,#N/A!,#N/A!,#N/A!,0.39,0.09,15:23
丸亀,01R,2,3701,大西隆洋,香川,B1,3.73,3.95,0.04,2,0.18,8,0.16,7,0.19,4.2,0.14,4.6,0.00,0,0.00,0,0.00,,3,B+,F,0.125,0.25,#N/A!,#N/A!,#N/A!,0.03,0.34,15:23
丸亀,01R,3,4034,西原明生,香川,B1,3.67,4.07,0.06,3,0.12,6,0.18,9,0.19,3.5,0.21,5.1,0.00,0,0.02,1,0.04,2,2.6,-,F,0.214,0.357,#N/A!,#N/A!,#N/A!,0.03,0.11,15:23
丸亀,01R,4,3910,松下知幸,香川,B1,4.15,4.25,0.07,3,0.07,3,0.09,4,0.16,3.3,0.14,3.3,0.02,1,0.02,1,0.02,1,2,-,,0.333,0.25,#N/A!,#N/A!,#N/A!,0.20,0.08,15:23
丸亀,01R,5,3907,村越篤,香川,A2,5.41,5.63,0.00,0,0.16,8,0.16,8,0.16,4.2,0.13,4.1,0.00,0,0.00,0,0.02,1,1.4,-,,0.308,0.256,#N/A!,#N/A!,#N/A!,0.12,0.19,15:23
丸亀,01R,6,5407,中岡駿,香川,B2,2.21,1.85,0.00,0,0.03,2,0.03,2,0.21,4.5,0.20,5.0,0.00,0,0.00,0,0.00,0,2.6,-,,0,0,#N/A!,#N/A!,#N/A!,0.05,0.38,15:23
丸亀,02R,1,5326,三嶌さらら,香川,B1,4.49,2.64,0.38,5,0.00,0,0.08,1,0.21,4.2,0.14,3.5,0.00,0,0.50,6,0.08,1,4.2,B+,,0.25,0.25,#N/A!,#N/A!,#N/A!,0.20,0.40,15:47
丸亀,02R,2,5257,西丸侑太朗,香川,A1,6.39,5.31,0.22,13,0.31,18,0.29,17,0.17,3.7,0.13,3.1,0.11,6,0.09,5,0.00,,3,B+,,0.297,0.297,#N/A!,#N/A!,#N/A!,0.20,0.18,15:47
丸亀,02R,3,3832,下田哲也,香川,B1,3.30,4.60,0.06,2,0.18,6,0.18,6,0.14,3.2,0.15,4.1,0.00,0,0.03,1,0.03,1,2.4,-,,0.143,0.143,#N/A!,#N/A!,#N/A!,0.16,0.13,15:47
丸亀,02R,4,3442,宮武英司,香川,B1,5.20,5.09,0.07,3,0.15,7,0.28,13,0.15,3.2,0.15,3.3,0.02,1,0.00,0,0.02,1,3,C,F,0.357,0.214,#N/A!,#N/A!,#N/A!,0.13,0.08,15:47
丸亀,02R,5,4852,川原祐明,香川,A1,7.29,6.66,0.22,11,0.06,3,0.29,14,0.16,3.4,0.13,3.1,0.02,1,0.02,1,0.16,8,2.6,-,,0.358,0.358,#N/A!,#N/A!,#N/A!,0.08,0.03,15:47
丸亀,02R,6,5339,石井伸長,香川,B1,5.18,4.49,0.07,5,0.11,8,0.17,12,0.16,3.1,0.14,2.6,0.01,1,0.01,1,0.05,4,2.8,C,F,0,0,#N/A!,#N/A!,#N/A!,0.24,0.17,15:47
丸亀,03R,1,5032,谷口知優,香川,B1,5.43,5.13,0.55,21,0.18,7,0.08,3,0.15,2.7,0.13,2.5,0.11,4,0.22,8,0.03,1,4,-,,0.238,0.333,#N/A!,#N/A!,#N/A!,0.43,0.04,16:15
丸亀,03R,2,4348,宮崎奨,香川,A2,5.76,5.88,0.21,10,0.28,13,0.26,12,0.16,4.1,0.12,3.1,0.19,9,0.00,0,0.00,,3.4,B+,,0.278,0.5,#N/A!,#N/A!,#N/A!,0.07,0.17,16:15
丸亀,03R,3,4772,石丸海渡,香川,A1,6.30,7.01,0.20,9,0.24,11,0.16,7,0.11,1.9,0.09,2.4,0.02,1,0.05,2,0.09,4,2.2,-,未消化F,0.432,0.227,#N/A!,#N/A!,#N/A!,0.53,0.03,16:15
丸亀,03R,4,3578,塩田雄一,香川,B1,3.85,4.23,0.08,3,0.08,3,0.18,7,0.21,3.4,0.17,4.0,0.00,0,0.05,2,0.02,1,3,-,F,0.444,0.556,#N/A!,#N/A!,#N/A!,0.14,0.19,16:15
丸亀,03R,5,4459,片岡雅裕,香川,A1,6.16,7.44,0.05,3,0.07,4,0.16,9,0.12,2.6,0.11,2.4,0.00,0,0.02,1,0.02,1,3,-,,0.417,0.208,#N/A!,#N/A!,#N/A!,0.29,0.04,16:15
丸亀,03R,6,5241,門田栞,香川,B1,4.69,4.20,0.00,0,0.10,4,0.17,7,0.17,3.3,0.13,3.5,0.00,0,0.02,1,0.00,0,3.4,-,F,0.417,0.333,#N/A!,#N/A!,#N/A!,0.28,0.21,16:15
丸亀,04R,1,4020,川上清人,香川,B1,4.17,4.28,0.32,12,0.14,5,0.22,8,0.16,3.0,0.14,3.6,0.30,10,0.18,6,0.09,3,3.8,A,,0.333,0.25,#N/A!,#N/A!,#N/A!,0.38,0.13,16:49
丸亀,04R,2,3401,上田隆章,香川,B1,4.46,4.72,0.12,6,0.24,12,0.14,7,0.20,4.3,0.15,3.8,0.09,4,0.02,1,0.00,,2.4,-,,0.538,0.077,#N/A!,#N/A!,#N/A!,0.06,0.22,16:49
丸亀,04R,3,4642,松尾夏海,香川,A1,6.00,5.51,0.19,9,0.27,13,0.10,5,0.15,3.0,0.11,2.1,0.02,1,0.02,1,0.15,7,3.6,B+,,0.346,0.288,#N/A!,#N/A!,#N/A!,0.24,0.08,16:49
丸亀,04R,4,5265,大廣咲季,香川,B1,3.56,2.87,0.08,4,0.06,3,0.10,5,0.16,3.3,0.14,3.5,0.00,0,0.07,3,0.05,2,3,B+,,0.5,0.167,#N/A!,#N/A!,#N/A!,0.22,0.16,16:49
丸亀,04R,5,4776,竹田和哉,香川,A1,6.70,6.70,0.10,5,0.25,13,0.27,14,0.16,3.6,0.17,2.8,0.00,0,0.02,1,0.07,4,4.6,B+,,0.534,0.293,#N/A!,#N/A!,#N/A!,0.12,0.17,16:49
丸亀,04R,6,5298,水谷理人,香川,A2,6.80,4.43,0.08,4,0.10,5,0.27,14,0.15,3.2,0.13,2.5,0.02,1,0.02,1,0.00,0,4.2,B+,F,0.281,0.219,#N/A!,#N/A!,#N/A!,0.21,0.13,16:49
丸亀,05R,1,4739,中村晃朋,香川,A1,6.79,6.61,0.70,45,0.16,10,0.06,4,0.16,2.9,0.15,3.8,0.07,4,0.15,9,0.08,5,2.8,C,F,0.439,0.22,#N/A!,#N/A!,#N/A!,0.28,0.11,17:17
丸亀,05R,2,4220,深川和仁,香川,B1,5.06,5.13,0.10,4,0.29,12,0.15,6,0.17,3.8,0.14,3.8,0.05,2,0.02,1,0.00,,2.6,-,,0.345,0.207,#N/A!,#N/A!,#N/A!,0.14,0.20,17:17
丸亀,05R,3,3568,木村光宏,香川,B1,4.09,5.31,0.11,5,0.13,6,0.27,12,0.18,3.7,0.13,3.0,0.02,1,0.05,2,0.00,0,3.8,A+,,0.333,0.167,#N/A!,#N/A!,#N/A!,0.11,0.17,17:17
丸亀,05R,4,5218,山田理央,香川,A2,6.17,5.10,0.12,7,0.14,8,0.30,17,0.16,2.9,0.07,1.7,0.03,2,0.05,3,0.05,3,4.6,B+,,0.31,0.5,#N/A!,#N/A!,#N/A!,0.34,0.07,17:17
丸亀,05R,5,3660,長谷川親王,香川,B1,3.18,4.30,0.05,2,0.05,2,0.07,3,0.20,4.5,0.17,3.5,0.00,0,0.00,0,0.05,2,2.4,-,F,0.667,0.333,#N/A!,#N/A!,#N/A!,0.00,0.25,17:17
丸亀,05R,6,5224,西岡顕心,香川,A1,7.11,6.77,0.04,2,0.14,8,0.39,22,0.19,4.6,0.11,2.4,0.02,1,0.00,0,0.00,0,3.2,C,,0.333,0.281,#N/A!,#N/A!,#N/A!,0.04,0.38,17:17
丸亀,06R,1,5173,谷口佳蓮,香川,B1,4.91,4.34,0.56,15,0.26,7,0.00,0,0.13,2.3,0.11,2.8,0.30,8,0.07,2,0.07,2,4,B+,,0.333,0.2,#N/A!,#N/A!,#N/A!,0.42,0.11,17:48
丸亀,06R,2,4260,中越博紀,香川,A2,4.78,5.55,0.02,1,0.35,17,0.17,8,0.17,3.7,0.14,3.4,0.04,2,0.00,0,0.00,,4.6,B+,F,0.515,0.242,#N/A!,#N/A!,#N/A!,0.11,0.19,17:48
丸亀,06R,3,5291,三嶌こころ,香川,B1,3.71,2.61,0.03,1,0.24,8,0.12,4,0.19,4.2,0.14,5.0,0.00,0,0.03,1,0.00,0,3.4,A,F,0.5,0.5,#N/A!,#N/A!,#N/A!,0.05,0.19,17:48
丸亀,06R,4,4823,中村桃佳,香川,A1,5.93,6.06,0.18,7,0.23,9,0.26,10,0.15,3.0,0.08,2.8,0.00,0,0.11,4,0.00,0,3.2,B+,,0.5,0.25,#N/A!,#N/A!,#N/A!,0.31,0.12,17:48
丸亀,06R,5,3701,大西隆洋,香川,B1,3.73,3.95,0.05,2,0.00,0,0.15,6,0.16,2.6,0.14,4.6,0.00,0,0.02,1,0.02,1,3,B+,F,0.125,0.25,#N/A!,#N/A!,#N/A!,0.38,0.05,17:48
丸亀,06R,6,5043,中村日向,香川,A1,6.42,6.48,0.05,3,0.07,4,0.25,14,0.14,3.1,0.11,2.4,0.02,1,0.02,1,0.00,0,2.6,A,,0.333,0.315,#N/A!,#N/A!,#N/A!,0.35,0.15,17:48
