レース場,レース回,枠番,登録番号,選手名,支部,級別,全国勝率,当地勝率,1着率,1着数,2着率,2着数,3着率,3着数,コース平均st,コース平均st順位,今節平均st,今節平均st順位,差し率,差し数,まくり率,まくり数,まくり差し率,まくり差し数,M指数,activepoint,FL,1-2率,1-3率,M総合評価,出足,伸び足,コースstトップ率,コースst最下位率,締切予定時刻
大村,01R,1,3775,泉啓文,岡山,B1,4.42,3.69,0.31,12,0.36,14,0.15,6,0.16,3.1,0.16,3.5,0.31,12,0.05,2,0.18,7,3,-,F,0.5,0.167,#N/A!,#N/A!,#N/A!,0.22,0.09,17:41
大村,01R,2,3265,今村暢孝,福岡,A1,5.97,6.35,0.08,4,0.25,13,0.21,11,0.15,2.9,0.17,3.6,0.08,14,0.05,9,0.00,,2,-,F,0.312,0.344,#N/A!,#N/A!,#N/A!,0.24,0.04,17:41
大村,01R,3,4259,真庭明志,長崎,A2,5.57,6.14,0.07,4,0.32,18,0.23,13,0.14,3.0,0.14,3.2,0.02,1,0.04,2,0.04,2,3,-,,0.293,0.317,#N/A!,#N/A!,#N/A!,0.11,0.07,17:41
大村,01R,4,3619,長谷川充,群馬,B1,4.93,0.00,0.05,2,0.14,6,0.25,11,0.18,4.5,0.15,4.2,0.00,0,0.00,0,0.05,2,4,-,,0.3,0.25,#N/A!,#N/A!,#N/A!,0.03,0.27,17:41
大村,01R,5,4232,笠雅雄,福岡,B1,5.32,0.00,0.05,2,0.13,5,0.13,5,0.18,3.6,0.12,2.8,0.00,0,0.02,1,0.02,1,3,-,,0.143,0.429,#N/A!,#N/A!,#N/A!,0.11,0.14,17:41
大村,01R,6,5236,小宮涼雅,広島,B1,3.85,2.42,0.00,0,0.03,2,0.17,12,0.21,4.7,0.25,3.5,0.00,0,0.00,0,0.00,0,3,-,,0,0,#N/A!,#N/A!,#N/A!,0.04,0.35,17:41
大村,02R,1,4889,後藤盛也,東京,B1,5.34,6.12,0.64,30,0.13,6,0.04,2,0.14,2.9,0.13,2.8,0.16,7,0.09,4,0.11,5,4,-,未消化F,0.345,0.172,#N/A!,#N/A!,#N/A!,0.41,0.12,18:08
大村,02R,2,3562,山下和彦,広島,A2,5.84,4.77,0.13,8,0.34,22,0.22,14,0.18,3.6,0.14,1.7,0.05,3,0.05,3,0.00,,3,-,,0.359,0.333,#N/A!,#N/A!,#N/A!,0.11,0.16,18:08
大村,02R,3,3703,鳥飼眞,福岡,A2,5.88,5.43,0.16,8,0.24,12,0.18,9,0.18,3.5,0.23,4.4,0.00,0,0.07,4,0.06,3,3,-,,0.361,0.278,#N/A!,#N/A!,#N/A!,0.21,0.17,18:08
大村,02R,4,3294,野中義生,静岡,B1,4.18,3.59,0.12,4,0.09,3,0.18,6,0.14,2.9,0.15,3.0,0.03,1,0.03,1,0.03,1,4,-,F,0.444,0.111,#N/A!,#N/A!,#N/A!,0.29,0.07,18:08
大村,02R,5,3906,飯山晃三,長崎,B1,4.17,4.28,0.04,2,0.16,9,0.13,7,0.20,4.4,0.24,4.2,0.02,1,0.00,0,0.02,1,3,-,,0.077,0.538,#N/A!,#N/A!,#N/A!,0.00,0.25,18:08
大村,02R,6,3584,佐々木英樹,広島,B1,5.03,4.71,0.00,0,0.09,3,0.21,7,0.20,4.2,0.18,3.2,0.00,0,0.00,0,0.00,0,4,-,,0.25,0.125,#N/A!,#N/A!,#N/A!,0.04,0.20,18:08
大村,03R,1,3912,川原正明,福井,A2,5.26,5.43,0.70,39,0.16,9,0.04,2,0.14,2.3,0.14,2.8,0.11,6,0.09,5,0.09,5,5,-,F,0.25,0.25,#N/A!,#N/A!,#N/A!,0.51,0.04,18:34
大村,03R,2,4633,森智也,兵庫,A2,5.79,4.91,0.15,6,0.20,8,0.24,10,0.15,3.4,0.16,3.4,0.08,3,0.00,0,0.00,,3,-,,0.462,0.231,#N/A!,#N/A!,#N/A!,0.09,0.06,18:34
大村,03R,3,4580,長谷川雅和,岡山,B1,5.25,5.29,0.18,9,0.18,9,0.18,9,0.17,3.5,0.12,3.0,0.02,1,0.08,4,0.04,2,4,-,未消化F,0.3,0.275,#N/A!,#N/A!,#N/A!,0.13,0.16,18:34
大村,03R,4,4146,柳橋宏紀,滋賀,B1,5.81,5.56,0.10,5,0.12,6,0.14,7,0.16,3.3,0.11,1.4,0.00,0,0.00,0,0.07,3,5,-,,0.19,0.286,#N/A!,#N/A!,#N/A!,0.28,0.19,18:34
大村,03R,5,4983,前田篤哉,愛知,A1,6.86,7.76,0.16,8,0.08,4,0.26,13,0.17,3.5,0.13,2.6,0.02,1,0.00,0,0.08,4,4,-,,0.271,0.305,#N/A!,#N/A!,#N/A!,0.11,0.03,18:34
大村,03R,6,3461,渡邊哲也,静岡,B1,3.41,2.50,0.00,0,0.03,1,0.10,3,0.22,5.1,0.15,5.7,0.00,0,0.00,0,0.00,0,2,-,,0.167,0.333,#N/A!,#N/A!,#N/A!,0.00,0.54,18:34
大村,04R,1,4839,四宮与寛,徳島,A2,5.46,6.55,0.51,29,0.19,11,0.07,4,0.13,2.9,0.12,2.6,0.11,6,0.15,8,0.09,5,3,-,,0.276,0.345,#N/A!,#N/A!,#N/A!,0.43,0.18,19:03
大村,04R,2,5232,樅山拓馬,愛知,B1,4.81,5.33,0.08,4,0.22,11,0.20,10,0.15,3.1,0.17,4.0,0.02,1,0.04,2,0.00,,2,-,F,0.5,0.143,#N/A!,#N/A!,#N/A!,0.23,0.14,19:03
大村,04R,3,4174,赤坂俊輔,長崎,A1,6.32,6.35,0.20,12,0.25,15,0.27,16,0.15,3.0,0.12,3.0,0.05,3,0.06,4,0.10,6,3,-,,0.245,0.347,#N/A!,#N/A!,#N/A!,0.26,0.09,19:03
大村,04R,4,4954,内山峻輔,東京,B2,4.22,0.00,0.00,0,0.00,0,0.00,0,0.26,0.0,0.14,2.8,0.00,0,0.00,0,0.00,0,2,-,,0,0,#N/A!,#N/A!,#N/A!,0.00,0.00,19:03
大村,04R,5,3527,中嶋誠一郎,長崎,B1,4.87,5.75,0.02,1,0.11,5,0.26,12,0.16,3.5,0.15,2.0,0.00,0,0.00,0,0.02,1,2,-,,0.273,0.5,#N/A!,#N/A!,#N/A!,0.10,0.17,19:03
大村,04R,6,3516,吉原聖人,広島,B1,3.70,5.57,0.03,1,0.03,1,0.19,7,0.19,3.9,0.15,3.5,0.00,0,0.00,0,0.00,0,5,-,F,0.667,0.333,#N/A!,#N/A!,#N/A!,0.14,0.32,19:03
大村,05R,1,5384,八戸琉楓,長崎,B1,1.78,1.32,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,0.00,0.0,0.26,5.6,0.00,0,0.00,0,0.00,0,3,-,F,0,0,#N/A!,#N/A!,#N/A!,0.00,0.00,19:30
大村,05R,2,3870,寺嶋雄,福井,B1,4.34,4.77,0.08,4,0.08,4,0.14,7,0.17,3.6,0.14,4.0,0.04,2,0.02,1,0.00,,4,-,,0.143,0.5,#N/A!,#N/A!,#N/A!,0.10,0.13,19:30
大村,05R,3,4257,古川健,広島,B1,4.50,4.03,0.09,4,0.07,3,0.13,6,0.16,3.0,0.11,2.2,0.00,0,0.05,2,0.00,0,3,-,,0.308,0.308,#N/A!,#N/A!,#N/A!,0.23,0.07,19:30
大村,05R,4,4055,吉田俊彦,兵庫,A1,5.98,6.12,0.10,6,0.21,12,0.17,10,0.14,3.4,0.12,2.8,0.03,2,0.04,3,0.03,2,3,-,,0.244,0.289,#N/A!,#N/A!,#N/A!,0.12,0.07,19:30
大村,05R,5,4718,北川太一,佐賀,A2,6.06,5.89,0.07,3,0.17,7,0.24,10,0.14,3.6,0.09,1.4,0.00,0,0.00,0,0.05,2,5,-,未消化F,0.324,0.324,#N/A!,#N/A!,#N/A!,0.15,0.06,19:30
大村,05R,6,5079,大石真央,静岡,B1,4.58,4.56,0.03,1,0.00,0,0.16,6,0.20,3.9,0.16,2.8,0.00,0,0.00,0,0.03,1,4,-,,0.6,0.1,#N/A!,#N/A!,#N/A!,0.13,0.16,19:30
大村,06R,1,4813,宮内直哉,東京,B1,3.63,3.41,0.34,12,0.17,6,0.11,4,0.18,3.3,0.17,3.2,0.14,5,0.20,7,0.17,6,3,-,,0.333,0.25,#N/A!,#N/A!,#N/A!,0.14,0.07,19:56
大村,06R,2,5236,小宮涼雅,広島,B1,3.85,2.42,0.00,0,0.20,4,0.20,4,0.17,2.9,0.25,3.5,0.00,0,0.00,0,0.00,,3,-,,0,0,#N/A!,#N/A!,#N/A!,0.29,0.29,19:56
大村,06R,3,4984,森下愛梨,静岡,A2,5.19,5.74,0.11,5,0.23,11,0.15,7,0.18,3.3,0.22,5.3,0.05,2,0.05,2,0.02,1,2,-,F,0.364,0.227,#N/A!,#N/A!,#N/A!,0.22,0.14,19:56
大村,06R,4,5057,上田紗奈,大阪,B1,5.24,5.43,0.08,3,0.15,6,0.13,5,0.16,2.8,0.14,2.8,0.00,0,0.03,1,0.10,4,4,-,,0.36,0.24,#N/A!,#N/A!,#N/A!,0.22,0.09,19:56
大村,06R,5,4594,谷川祐一,滋賀,A2,5.39,6.35,0.04,2,0.09,4,0.23,11,0.18,2.8,0.15,3.6,0.00,0,0.00,0,0.07,4,3,-,F,0.343,0.314,#N/A!,#N/A!,#N/A!,0.30,0.07,19:56
大村,06R,6,5090,生方靖亜,群馬,B1,5.43,5.00,0.00,0,0.10,4,0.05,2,0.17,3.6,0.17,3.5,0.00,0,0.00,0,0.00,0,2,-,未消化F,0.25,0.5,#N/A!,#N/A!,#N/A!,0.13,0.27,19:56
大村,07R,1,4571,菅章哉,徳島,A1,6.61,7.14,0.52,25,0.08,4,0.13,6,0.16,3.9,0.15,3.3,0.07,3,0.12,5,0.16,7,2,-,,0.375,0.167,#N/A!,#N/A!,#N/A!,0.15,0.29,20:25
大村,07R,2,3584,佐々木英樹,広島,B1,5.03,4.71,0.04,2,0.32,18,0.14,8,0.18,3.7,0.18,3.2,0.02,1,0.00,0,0.00,,4,-,,0.25,0.125,#N/A!,#N/A!,#N/A!,0.12,0.14,20:25
大村,07R,3,3619,長谷川充,群馬,B1,4.93,0.00,0.13,6,0.16,7,0.24,11,0.17,4.3,0.15,4.2,0.00,0,0.09,4,0.05,2,4,-,,0.3,0.25,#N/A!,#N/A!,#N/A!,0.00,0.17,20:25
大村,07R,4,4979,中野夢斗,愛知,A2,4.97,0.00,0.10,5,0.16,8,0.14,7,0.15,3.2,0.15,3.0,0.00,0,0.12,5,0.00,0,5,-,,0.478,0.043,#N/A!,#N/A!,#N/A!,0.13,0.13,20:25
大村,07R,5,5128,坪井爽佑,三重,B1,4.55,0.00,0.00,0,0.08,2,0.24,6,0.17,3.4,0.20,5.0,0.00,0,0.00,0,0.03,1,3,-,F,0,0.5,#N/A!,#N/A!,#N/A!,0.17,0.17,20:25
大村,07R,6,3820,樫葉次郎,徳島,B1,3.19,3.00,0.00,0,0.07,2,0.04,1,0.17,3.3,0.10,2.6,0.00,0,0.00,0,0.00,0,2,-,未消化F,1,0,#N/A!,#N/A!,#N/A!,0.23,0.23,20:25
大村,08R,1,4431,石塚裕介,三重,B1,5.10,5.67,0.50,21,0.05,2,0.19,8,0.15,2.2,0.18,3.8,0.08,3,0.17,6,0.19,7,2,-,未消化F,0.529,0.176,#N/A!,#N/A!,#N/A!,0.57,0.07,20:59
大村,08R,2,4983,前田篤哉,愛知,A1,6.86,7.76,0.21,13,0.32,20,0.11,7,0.17,3.2,0.13,2.6,0.19,12,0.06,4,0.00,,4,-,,0.271,0.305,#N/A!,#N/A!,#N/A!,0.10,0.06,20:59
大村,08R,3,3775,泉啓文,岡山,B1,4.42,3.69,0.07,4,0.16,9,0.20,11,0.17,3.6,0.16,3.5,0.02,1,0.02,1,0.08,4,3,-,F,0.5,0.167,#N/A!,#N/A!,#N/A!,0.09,0.09,20:59
大村,08R,4,4839,四宮与寛,徳島,A2,5.46,6.55,0.07,3,0.22,10,0.24,11,0.13,2.2,0.12,2.6,0.02,1,0.02,1,0.02,1,3,-,,0.276,0.345,#N/A!,#N/A!,#N/A!,0.39,0.00,20:59
大村,08R,5,4744,伊藤玲奈,福岡,B1,4.52,4.15,0.03,1,0.08,3,0.17,6,0.20,4.0,0.18,4.4,0.00,0,0.00,0,0.03,1,3,-,,0,0,#N/A!,#N/A!,#N/A!,0.13,0.25,20:59
大村,08R,6,3562,山下和彦,広島,A2,5.84,4.77,0.04,2,0.09,5,0.20,11,0.19,3.9,0.14,1.7,0.00,0,0.00,0,0.00,0,3,-,,0.359,0.333,#N/A!,#N/A!,#N/A!,0.11,0.25,20:59
大村,09R,1,4954,内山峻輔,東京,B2,4.22,0.00,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,0.00,0.0,0.14,2.8,0.00,0,0.00,0,0.00,0,2,-,,0,0,#N/A!,#N/A!,#N/A!,0.00,0.00,21:25
大村,09R,2,4257,古川健,広島,B1,4.50,4.03,0.09,4,0.28,12,0.16,7,0.14,3.4,0.11,2.2,0.08,3,0.00,0,0.00,,3,-,,0.308,0.308,#N/A!,#N/A!,#N/A!,0.23,0.23,21:25
大村,09R,3,3265,今村暢孝,福岡,A1,5.97,6.35,0.20,8,0.22,9,0.17,7,0.10,2.1,0.17,3.6,0.00,0,0.00,0,0.14,1,2,-,F,0.312,0.344,#N/A!,#N/A!,#N/A!,0.57,0.14,21:25
大村,09R,4,3703,鳥飼眞,福岡,A2,5.88,5.43,0.06,3,0.24,12,0.20,10,0.16,3.5,0.23,4.4,0.00,0,0.07,4,0.02,1,3,-,,0.361,0.278,#N/A!,#N/A!,#N/A!,0.21,0.11,21:25
大村,09R,5,3461,渡邊哲也,静岡,B1,3.41,2.50,0.00,0,0.03,1,0.10,3,0.19,3.3,0.15,5.7,0.00,0,0.00,0,0.00,0,2,-,,0.167,0.333,#N/A!,#N/A!,#N/A!,0.26,0.22,21:25
大村,09R,6,4718,北川太一,佐賀,A2,6.06,5.89,0.06,3,0.12,6,0.12,6,0.15,3.8,0.09,1.4,0.00,0,0.00,0,0.02,1,5,-,未消化F,0.324,0.324,#N/A!,#N/A!,#N/A!,0.14,0.22,21:25
大村,10R,1,5055,眞鳥章太,長崎,A2,6.05,5.50,0.61,40,0.18,12,0.09,6,0.14,3.1,0.16,3.0,0.12,8,0.14,9,0.08,5,3,-,F,0.3,0.3,#N/A!,#N/A!,#N/A!,0.23,0.08,21:51
大村,10R,2,4594,谷川祐一,滋賀,A2,5.39,6.35,0.20,9,0.36,16,0.07,3,0.16,3.2,0.15,3.6,0.12,5,0.02,1,0.00,,3,-,F,0.343,0.314,#N/A!,#N/A!,#N/A!,0.19,0.14,21:51
大村,10R,3,3912,川原正明,福井,A2,5.26,5.43,0.15,7,0.21,10,0.21,10,0.15,2.6,0.14,2.8,0.00,0,0.16,8,0.02,1,5,-,F,0.25,0.25,#N/A!,#N/A!,#N/A!,0.32,0.02,21:51
大村,10R,4,3906,飯山晃三,長崎,B1,4.17,4.28,0.04,2,0.15,7,0.10,5,0.20,4.4,0.24,4.2,0.00,0,0.05,2,0.00,0,3,-,,0.077,0.538,#N/A!,#N/A!,#N/A!,0.03,0.18,21:51
大村,10R,5,3516,吉原聖人,広島,B1,3.70,5.57,0.00,0,0.03,1,0.16,6,0.18,3.0,0.15,3.5,0.00,0,0.03,1,0.00,0,5,-,F,0.667,0.333,#N/A!,#N/A!,#N/A!,0.22,0.07,21:51
大村,10R,6,4055,吉田俊彦,兵庫,A1,5.98,6.12,0.11,6,0.13,7,0.13,7,0.17,4.1,0.12,2.8,0.00,0,0.00,0,0.06,2,3,-,,0.244,0.289,#N/A!,#N/A!,#N/A!,0.11,0.39,21:51
大村,11R,1,4174,赤坂俊輔,長崎,A1,6.32,6.35,0.66,48,0.10,7,0.11,8,0.16,2.9,0.12,3.0,0.07,5,0.15,11,0.08,6,3,-,,0.245,0.347,#N/A!,#N/A!,#N/A!,0.32,0.07,22:16
大村,11R,2,3294,野中義生,静岡,B1,4.18,3.59,0.11,4,0.18,7,0.21,8,0.18,4.0,0.15,3.0,0.08,3,0.03,1,0.00,,4,-,F,0.444,0.111,#N/A!,#N/A!,#N/A!,0.00,0.20,22:16
大村,11R,3,4633,森智也,兵庫,A2,5.79,4.91,0.14,7,0.26,13,0.16,8,0.14,3.1,0.16,3.4,0.00,0,0.14,7,0.02,1,3,-,,0.462,0.231,#N/A!,#N/A!,#N/A!,0.11,0.05,22:16
大村,11R,4,4259,真庭明志,長崎,A2,5.57,6.14,0.08,4,0.06,3,0.20,10,0.16,2.8,0.14,3.2,0.04,2,0.02,1,0.02,1,3,-,,0.293,0.317,#N/A!,#N/A!,#N/A!,0.19,0.00,22:16
大村,11R,5,3870,寺嶋雄,福井,B1,4.34,4.77,0.02,1,0.14,6,0.19,8,0.17,3.1,0.14,4.0,0.00,0,0.00,0,0.00,0,4,-,,0.143,0.5,#N/A!,#N/A!,#N/A!,0.13,0.07,22:16
大村,11R,6,4979,中野夢斗,愛知,A2,4.97,0.00,0.00,0,0.06,2,0.18,6,0.19,3.7,0.15,3.0,0.00,0,0.00,0,0.00,0,5,-,,0.478,0.043,#N/A!,#N/A!,#N/A!,0.17,0.22,22:16
大村,12R,1,3527,中嶋誠一郎,長崎,B1,4.87,5.75,0.41,21,0.27,14,0.10,5,0.17,2.5,0.15,2.0,0.17,9,0.27,14,0.12,6,2,-,,0.273,0.5,#N/A!,#N/A!,#N/A!,0.37,0.05,22:41
大村,12R,2,4580,長谷川雅和,岡山,B1,5.25,5.29,0.09,4,0.36,16,0.14,6,0.17,3.5,0.12,3.0,0.07,3,0.02,1,0.00,,4,-,未消化F,0.3,0.275,#N/A!,#N/A!,#N/A!,0.18,0.21,22:41
大村,12R,3,4889,後藤盛也,東京,B1,5.34,6.12,0.15,7,0.30,14,0.13,6,0.15,2.9,0.13,2.8,0.02,1,0.05,2,0.11,5,4,-,未消化F,0.345,0.172,#N/A!,#N/A!,#N/A!,0.20,0.09,22:41
大村,12R,4,5128,坪井爽佑,三重,B1,4.55,0.00,0.09,3,0.18,6,0.15,5,0.17,3.2,0.20,5.0,0.04,1,0.04,1,0.00,0,3,-,F,0,0.5,#N/A!,#N/A!,#N/A!,0.25,0.13,22:41
大村,12R,5,5384,八戸琉楓,長崎,B1,1.78,1.32,0.02,1,0.00,0,0.04,2,0.26,6.0,0.26,5.6,0.00,0,0.00,0,0.00,0,3,-,F,0,0,#N/A!,#N/A!,#N/A!,0.00,1.00,22:41
大村,12R,6,5395,日高龍之介,佐賀,B2,2.37,2.11,0.01,1,0.01,1,0.01,1,0.21,4.7,0.11,3.0,0.00,0,0.00,0,0.01,1,4,-,,0,0,#N/A!,#N/A!,#N/A!,0.08,0.42,22:41
福岡,01R,1,4885,大山千広,福岡,B2,6.20,6.72,0.74,14,0.11,2,0.00,0,0.11,2.0,-,-,0.00,0,0.17,3,0.06,1,3.6,A,未消化F,0.286,0.429,#N/A!,#N/A!,#N/A!,0.60,0.00,12:33
福岡,01R,2,5308,藤森拓海,福岡,B1,4.02,2.36,0.02,1,0.21,10,0.10,5,0.19,4.4,-,-,0.02,1,0.00,0,0.00,,4,A,,0,0.333,#N/A!,#N/A!,#N/A!,0.06,0.30,12:33
福岡,01R,3,5276,大島隆乃介,福岡,B1,4.92,4.42,0.02,1,0.29,16,0.36,20,0.18,3.1,-,-,0.00,0,0.02,1,0.00,0,3.6,B+,,0.318,0.364,#N/A!,#N/A!,#N/A!,0.19,0.14,12:33
福岡,01R,4,3747,國崎良春,福岡,B1,5.42,4.77,0.19,9,0.19,9,0.06,3,0.17,3.3,-,-,0.05,2,0.05,2,0.07,3,3.2,B+,,0.429,0.143,#N/A!,#N/A!,#N/A!,0.12,0.12,12:33
福岡,01R,5,5244,黒田剛,福岡,B1,4.12,3.42,0.00,0,0.03,1,0.06,2,0.15,3.0,-,-,0.00,0,0.00,0,0.00,0,3.4,B+,,0.222,0.444,#N/A!,#N/A!,#N/A!,0.21,0.03,12:33
福岡,01R,6,5382,山下心一,福岡,B1,2.56,3.08,0.01,1,0.03,3,0.09,8,0.16,3.5,-,-,0.00,0,0.00,0,0.00,0,5.2,B+,F,0,0,#N/A!,#N/A!,#N/A!,0.25,0.23,12:33
福岡,02R,1,4899,占部一真,福岡,B1,4.53,4.94,0.44,12,0.19,5,0.15,4,0.14,2.8,-,-,0.08,2,0.19,5,0.23,6,5.4,A+,,0,0.455,#N/A!,#N/A!,#N/A!,0.33,0.05,13:01
福岡,02R,2,5351,齊藤廉,福岡,B1,4.36,2.64,0.05,1,0.30,6,0.05,1,0.18,3.3,-,-,0.05,1,0.00,0,0.00,,3.8,B+,,0.333,0.5,#N/A!,#N/A!,#N/A!,0.25,0.13,13:01
福岡,02R,3,5198,奥村明日香,福岡,B1,4.86,4.73,0.04,2,0.20,10,0.20,10,0.19,3.6,-,-,0.04,2,0.02,1,0.00,0,4,B+,,0.2,0.2,#N/A!,#N/A!,#N/A!,0.16,0.13,13:01
福岡,02R,4,4932,新開航,福岡,A1,7.51,7.22,0.12,6,0.29,15,0.25,13,0.15,3.6,-,-,0.02,1,0.09,4,0.02,1,3,B+,,0.226,0.528,S,5,6,0.15,0.13,13:01
福岡,02R,5,5284,嘉手苅徹哉,福岡,B2,3.00,2.07,0.00,0,0.03,1,0.17,6,0.16,3.3,-,-,0.00,0,0.00,0,0.00,0,4.2,B+,,0.333,0.333,#N/A!,#N/A!,#N/A!,0.16,0.00,13:01
福岡,02R,6,5392,安武一也,福岡,B2,1.45,1.38,0.00,0,0.01,1,0.00,0,0.19,4.2,-,-,0.00,0,0.00,0,0.00,0,3.8,B+,,0,0,#N/A!,#N/A!,#N/A!,0.12,0.35,13:01
福岡,03R,1,5258,仲本舜,福岡,B1,4.98,4.03,0.54,15,0.04,1,0.04,1,0.17,3.6,-,-,0.07,2,0.39,11,0.00,0,3.4,B+,,0.2,0.267,#N/A!,#N/A!,#N/A!,0.20,0.30,13:32
福岡,03R,2,5268,山本幸也,福岡,B1,3.42,2.50,0.06,2,0.17,6,0.17,6,0.18,4.9,-,-,0.00,0,0.00,0,0.00,,4.2,C,F,0.333,0,#N/A!,#N/A!,#N/A!,0.04,0.48,13:32
福岡,03R,3,4848,仲谷颯仁,福岡,A1,6.99,7.50,0.26,10,0.23,9,0.28,11,0.14,3.2,-,-,0.02,1,0.02,1,0.17,7,4.6,S,F,0.238,0.381,#N/A!,#N/A!,#N/A!,0.15,0.12,13:32
福岡,03R,4,5144,中尾彩香,福岡,B1,5.43,4.42,0.02,1,0.22,10,0.11,5,0.18,3.8,-,-,0.02,1,0.00,0,0.00,0,3.8,B+,,0.308,0.308,#N/A!,#N/A!,#N/A!,0.14,0.19,13:32
福岡,03R,5,4684,楠原翔太,福岡,A2,5.19,5.87,0.11,4,0.13,5,0.13,5,0.16,3.2,-,-,0.02,1,0.00,0,0.05,2,3.8,B+,F,0.37,0.296,#N/A!,#N/A!,#N/A!,0.24,0.15,13:32
福岡,03R,6,5409,宮本琉正,福岡,B2,1.76,1.32,0.00,0,0.00,0,0.02,2,0.17,3.0,-,-,0.00,0,0.00,0,0.00,0,3.6,B+,未消化F,0,0,#N/A!,#N/A!,#N/A!,0.30,0.20,13:32
福岡,04R,1,5338,香月大輝,福岡,B1,3.67,2.14,0.40,2,0.20,1,0.00,0,0.19,0.0,-,-,0.20,1,0.00,0,0.40,2,4.6,A+,未消化F,0.5,0,#N/A!,#N/A!,#N/A!,0.00,0.00,14:01
福岡,04R,2,5212,西川拓利,福岡,B1,6.17,4.43,0.16,9,0.33,19,0.14,8,0.14,3.2,-,-,0.09,5,0.07,4,0.00,,4.6,A+,,0.444,0.167,#N/A!,#N/A!,#N/A!,0.17,0.12,14:01
福岡,04R,3,5081,篠原飛翔,福岡,A2,6.17,5.81,0.17,9,0.27,14,0.19,10,0.19,3.7,-,-,0.00,0,0.02,1,0.12,6,4.8,B+,未消化F,0.467,0.133,#N/A!,#N/A!,#N/A!,0.10,0.13,14:01
福岡,04R,4,4023,柴田友和,福岡,B1,3.94,5.18,0.05,2,0.03,1,0.18,7,0.16,3.9,-,-,0.00,0,0.05,2,0.00,0,5.2,S,,0.417,0.25,#N/A!,#N/A!,#N/A!,0.00,0.13,14:01
福岡,04R,5,4957,竹之内極,福岡,B1,5.36,4.99,0.06,3,0.09,5,0.24,13,0.17,3.2,-,-,0.00,0,0.02,1,0.02,1,3.4,B+,,0.474,0.316,#N/A!,#N/A!,#N/A!,0.15,0.10,14:01
福岡,04R,6,4679,植田太一,福岡,A1,5.52,5.63,0.08,4,0.04,2,0.16,8,0.19,4.3,-,-,0.00,0,0.00,0,0.06,3,3.2,B+,,0.268,0.463,C,4,3,0.08,0.23,14:01
福岡,05R,1,5274,城間盛渚,福岡,B1,5.16,4.47,0.52,16,0.19,6,0.03,1,0.20,4.0,-,-,0.07,2,0.31,9,0.00,0,3.8,A,L,0.375,0.438,#N/A!,#N/A!,#N/A!,0.18,0.36,14:27
福岡,05R,2,4079,出畑孝典,福岡,A2,5.61,6.64,0.18,9,0.27,14,0.18,9,0.17,4.0,-,-,0.14,6,0.02,1,0.00,,4.2,A,F,0.364,0.333,#N/A!,#N/A!,#N/A!,0.05,0.18,14:27
福岡,05R,3,4487,三原司,福岡,B1,4.50,4.70,0.12,7,0.27,16,0.12,7,0.17,3.5,-,-,0.00,0,0.08,5,0.02,1,3.6,-,,0.308,0.077,#N/A!,#N/A!,#N/A!,0.08,0.04,14:27
福岡,05R,4,4234,野相弘司,福岡,B1,5.01,5.04,0.05,2,0.08,3,0.23,9,0.16,3.1,-,-,0.00,0,0.03,1,0.00,0,5,-,,0.4,0.2,B,4,4,0.23,0.13,14:27
福岡,05R,5,5382,山下心一,福岡,B1,2.56,3.08,0.02,1,0.02,1,0.10,6,0.19,3.5,-,-,0.00,0,0.03,1,0.00,0,5.2,B+,F,0,0,#N/A!,#N/A!,#N/A!,0.25,0.21,14:27
福岡,05R,6,4256,渡辺浩司,福岡,A1,6.94,7.25,0.10,5,0.13,7,0.29,15,0.14,3.3,-,-,0.00,0,0.00,0,0.07,3,3.8,B+,,0.404,0.298,C,5,2,0.27,0.21,14:27
福岡,06R,1,4555,富永大一,福岡,A2,5.24,4.84,0.47,22,0.17,8,0.11,5,0.16,3.4,-,-,0.02,1,0.18,8,0.27,12,2.8,C,,0.333,0.238,C,3,4,0.18,0.18,14:54
福岡,06R,2,4773,中川りな,福岡,A2,5.72,5.85,0.06,4,0.40,25,0.19,12,0.19,4.0,-,-,0.02,1,0.03,2,0.00,,3.6,C,,0.4,0.333,#N/A!,#N/A!,#N/A!,0.04,0.24,14:54
福岡,06R,3,4958,溝口海義也,福岡,A2,6.38,5.03,0.13,7,0.36,20,0.27,15,0.14,2.7,-,-,0.04,2,0.08,4,0.00,0,4.6,A,,0.265,0.286,#N/A!,#N/A!,#N/A!,0.25,0.02,14:54
福岡,06R,4,5276,大島隆乃介,福岡,B1,4.92,4.42,0.13,7,0.17,9,0.09,5,0.16,3.1,-,-,0.00,0,0.09,5,0.04,2,3.6,B+,,0.318,0.364,#N/A!,#N/A!,#N/A!,0.18,0.04,14:54
福岡,06R,5,5351,齊藤廉,福岡,B1,4.36,2.64,0.04,3,0.08,6,0.05,4,0.15,2.5,-,-,0.00,0,0.00,0,0.04,2,3.8,B+,,0.333,0.5,#N/A!,#N/A!,#N/A!,0.32,0.05,14:54
福岡,06R,6,5438,星田夢結,福岡,B2,1.33,1.06,0.00,0,0.00,0,0.00,0,0.22,4.6,-,-,0.00,0,0.00,0,0.00,0,3.2,B+,,0,0,#N/A!,#N/A!,#N/A!,0.12,0.59,14:54
